rank,objective_value,fixed_ring,ring_b,ring_c,ring_d,fixed_count
179,113274.4838414001,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
180,113267.9619229492,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,32
181,113257.7510079626,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
182,113255.5165666262,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
183,113253.0763900832,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_15,32
184,113243.3692324175,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_30,32
185,113237.6745267372,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,32
186,113231.4303101998,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
187,113229.7118720872,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,32
188,113221.6938146932,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_60,32
189,113219.3672727540,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,32
190,113192.2603542215,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_45,32
191,113162.0900515217,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
192,113162.0262254133,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
193,113161.8872474264,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,32
194,113158.3190570527,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_45,32
195,113157.3472836435,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
196,113153.4625767630,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
197,113138.3840192424,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
198,113135.9340420747,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,32
199,113130.1546691491,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-15,32
200,113116.6202037988,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
201,113110.9788379982,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
202,113097.4445919251,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,32
203,113095.9648477377,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
204,113088.5018381237,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
205,113075.0768784353,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
206,113071.6597984728,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
207,113065.2152576270,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-15,32
208,113050.8838964737,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_60,32
209,113044.1627628378,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
210,113044.0487614248,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,32
211,113028.9956131925,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_0,32
212,112995.6359294842,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_0,32
213,112976.4758645877,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
214,112942.7649384625,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
215,112934.7682516578,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
216,112924.9736125026,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-10,32
217,112919.4048006197,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,32
218,112918.5913337548,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,32
219,112908.6394764445,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_0,32
220,112902.5971909691,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-30,32
221,112900.7619416597,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_60,32
222,112877.3725811268,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_30,32
223,112867.7522461599,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-30,32
224,112866.7355211973,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,32
225,112866.1648434924,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
226,112864.2337472458,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,32
227,112852.5488787154,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,32
228,112851.9627227660,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-15,32
229,112848.6996314103,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-45,32
230,112843.8245429726,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
231,112838.8651668958,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_60,upperarm_cap_1_tilt_all_-10,32
232,112832.5914946656,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,32
233,112825.2230869322,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-45,32
234,112822.3617175194,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,32
235,112812.1183832361,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
236,112811.8435840252,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
237,112807.8234274483,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
238,112806.6990821362,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-10,32
239,112787.3425695695,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,32
240,112786.4597466862,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-30,32
241,112769.2966679809,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
242,112758.3128176801,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.26,32
243,112757.6505824955,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,32
244,112757.5214864095,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,32
245,112750.3431186846,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,32
246,112746.9062292889,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,32
247,112746.2971781421,flange_ring_tilt_all_-90,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
248,112743.3816923396,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,32
249,112737.6075203550,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-30,upperarm_ring_tilt_all_60,32
250,112736.3381861397,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_0,32
251,112732.1769067074,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,32
252,112724.2601280315,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_-15,32
253,112721.9614096902,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
254,112716.9199892351,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_45,upperarm_cap_2_tilt_all_-15,32
255,112716.5170362401,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_60,32
256,112712.3951578783,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
257,112704.2653770560,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_0,upperarm_ring_tilt_all_60,32
258,112704.2653770560,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.11,32
259,112703.1187823021,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
260,112698.4786870631,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,32
261,112697.2404225350,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,32
262,112694.7194955764,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-15,32
263,112688.2823061883,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,32
264,112685.0151949317,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-30,32
265,112656.8152262449,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_60,32
266,112650.4874068467,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
267,112639.3527450436,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
268,112617.5438989331,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
269,112607.4146741520,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_0,32
270,112597.0518086650,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,32
271,112596.1953105874,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_0,32
272,112594.7776607863,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,32
273,112592.5300688298,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_45,32
274,112588.5962856292,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
275,112575.7192825550,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_0,32
276,112573.9246692192,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_45,upperarm_cap_1_tilt_all_0,32
277,112573.7094213772,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,upperarm_ring_tilt_all_30,32
278,112572.7709986888,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_60,32
279,112566.6818276637,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-10,32
280,112561.7102156642,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_15,32
281,112552.3423081067,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,32
282,112549.5975714986,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
283,112534.4827997000,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_15,32
284,112533.7612947690,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_10,32
285,112531.1026280779,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-15,32
286,112517.7622261013,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,32
287,112517.6551846052,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
288,112510.3934907092,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-30,32
289,112498.7918967983,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,32
290,112498.7589362954,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,32
291,112493.9647472401,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_15,32
292,112491.4825851893,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-10,32
293,112474.9090481479,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-10,32
294,112471.9462847374,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_cap_1_tilt_all_30,upperarm_cap_1_tilt_all_0,32
295,112462.7512596278,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
296,112456.1451787345,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_0,32
297,112450.0227980697,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,32
298,112439.3839482649,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-45,32
299,112438.4904858330,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_60,32
300,112421.1346319428,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_-45,32
301,112405.0201797111,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_2_tilt_all_0,upperarm_cap_2_tilt_all_-10,32
302,112396.7052134508,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_-15,32
303,112395.9385412855,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,32
304,112394.0832672650,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,32
305,112378.3767242855,flange_ring_tilt_all_-90,base_cap_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
306,112368.8415290385,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_cap_2_tilt_all_-30,32
307,112366.3089084293,flange_ring_tilt_all_-90,base_cap_tilt_all_-30,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,32
308,112360.3640899786,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_1_tilt_all_60,upperarm_cap_1_tilt_all_0,32
309,112358.8219098900,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,forearm_cap_2_tilt_all_45,upperarm_cap_1_tilt_all_0,32
310,112355.6015195836,flange_ring_tilt_all_-90,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_10,upperarm_cap_2_tilt_all_0,32
311,112352.4061045116,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_-15,32
312,112348.6147687140,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,32
313,112344.8865313409,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.36,32
314,112333.8852930003,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_-30,32
315,112324.4690057003,flange_ring_tilt_all_-90,base_cap_tilt_all_0,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
316,112324.1358540172,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_1_tilt_all_0,32
317,112309.2435663199,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,32
318,112305.8602465584,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-45,32
319,112301.7210603499,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,wrist_cap_1_tilt_all_-30,32
320,112297.7765364188,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,32
321,112288.7922346619,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_15,32
322,112281.5854929637,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_30,32
323,112269.2804289896,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,32
324,112268.3715425848,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_0,32
325,112260.7065609542,flange_ring_tilt_all_-90,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
326,112255.6597946616,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_0,32
327,112254.6544246644,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,32
328,112252.5982353724,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-15,32
329,112241.9151208814,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-10,upperarm_ring_tilt_all_45,32
330,112237.5197326317,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_60,32
331,112215.3155722564,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_30,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
332,112198.5411307767,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-10,32
333,112196.4966550228,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,32
334,112194.1559542252,flange_ring_tilt_all_-90,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-15,32
335,112186.1871800264,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_ring_tilt_all_30,upperarm_ring_tilt_all_60,32
336,112185.0216639203,flange_ring_tilt_all_-90,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,32
337,112170.8675348939,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,upperarm_cap_2_tilt_all_-10,32
338,112163.8156179974,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.41,32
339,112162.4979371817,flange_ring_tilt_all_-90,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_10,upperarm_ring_tilt_all_60,32
340,112156.2963724277,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_0,wrist_cap_2_tilt_all_10,32
341,112153.6994833000,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,upperarm_ring_tilt_all_60,upperarm_ring_x_-0.21,32
342,112152.3532220424,flange_ring_tilt_all_-90,flange_ring_tilt_all_0,forearm_cap_1_tilt_all_10,upperarm_cap_1_tilt_all_-10,32
343,112132.9153308283,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,32
344,112131.0309519264,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-10,32
345,112108.7563700431,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-15,wrist_cap_1_tilt_all_-15,32
346,112108.5621828922,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_10,forearm_ring_x_-0.20,upperarm_cap_1_tilt_all_-10,32
347,112105.2015600437,flange_ring_tilt_all_-90,flange_ring_tilt_all_-10,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_0,32
348,112102.1468515151,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_ring_x_-0.15,upperarm_cap_1_tilt_all_-10,32
349,112098.9885343767,flange_ring_tilt_all_-90,upperarm_cap_2_tilt_all_0,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_30,32
350,112098.8632849513,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_45,32
351,112091.2761565560,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_10,upperarm_cap_2_tilt_all_-15,32
352,112086.9150458682,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_30,32
353,112086.0913529376,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,32
354,112086.0470593577,flange_ring_tilt_all_-90,base_cap_tilt_all_-15,forearm_cap_1_tilt_all_15,upperarm_cap_2_tilt_all_-10,32
355,112083.4790156913,flange_ring_tilt_all_-90,forearm_cap_1_tilt_all_15,forearm_cap_2_tilt_all_30,upperarm_cap_1_tilt_all_-15,32
356,112074.1435416327,flange_ring_tilt_all_-90,forearm_cap_2_tilt_all_0,forearm_cap_2_tilt_all_30,upperarm_cap_2_tilt_all_-15,32
