rank,objective_value,ring_a,ring_b,total_size
312,83766.8471513988,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_10,16
313,83758.8086021982,base_cap_tilt_all_-60,forearm_cap_2_tilt_all_15,16
314,83741.6661011984,forearm_cap_2_tilt_all_30,upperarm_ring_tilt_all_45,16
315,83733.9303748101,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_-15,16
316,83713.2272378883,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_10,16
317,83708.8522084430,base_cap_tilt_all_-15,forearm_cap_2_tilt_all_15,16
318,83682.5328255871,base_cap_tilt_all_-15,upperarm_ring_tilt_all_30,16
319,83655.3410038548,base_cap_tilt_all_-15,wrist_cap_2_tilt_all_0,16
320,83652.6629098297,base_cap_tilt_all_0,forearm_cap_1_tilt_all_10,16
321,83627.9219040985,upperarm_cap_2_tilt_all_0,wrist_cap_1_tilt_all_0,16
322,83616.3124426886,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_0,16
323,83595.6973310532,forearm_cap_2_tilt_all_45,upperarm_cap_2_tilt_all_-10,16
324,83573.9512779795,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.46,16
325,83571.9954819691,upperarm_ring_tilt_all_45,wrist_cap_2_tilt_all_45,16
326,83547.7946169046,forearm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,16
327,83532.1207172193,base_cap_tilt_all_-45,wrist_cap_1_tilt_all_-45,16
328,83527.9026726782,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.40,16
329,83518.4941212595,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.35,16
330,83515.9021526198,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_15,16
331,83498.9893015521,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.36,16
332,83468.9416515567,base_cap_tilt_all_-45,forearm_cap_2_tilt_all_30,16
333,83455.3456813978,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_10,16
334,83443.3540265140,forearm_cap_1_tilt_all_10,wrist_cap_2_tilt_all_0,16
335,83429.9818821739,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_0,16
336,83413.3775541402,forearm_cap_2_tilt_all_0,upperarm_cap_1_tilt_all_-30,16
337,83340.1271159569,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_0,16
338,83304.3644026160,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.30,16
339,83292.3068766111,forearm_cap_1_tilt_all_15,wrist_cap_1_tilt_all_-15,16
340,83286.0184905694,upperarm_cap_1_tilt_all_-10,wrist_cap_2_tilt_all_10,16
341,83254.9967829041,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_15,16
342,83252.8808692469,base_cap_tilt_all_-15,wrist_cap_2_tilt_all_30,16
343,83212.4434483895,base_cap_tilt_all_-15,flange_ring_tilt_all_-10,16
344,83187.0255833596,forearm_cap_1_tilt_all_0,upperarm_ring_x_-0.46,16
345,83172.4428717806,flange_ring_tilt_all_-10,forearm_cap_2_tilt_all_15,16
346,83168.3941303207,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.45,16
347,83152.6250575154,forearm_cap_1_tilt_all_15,wrist_cap_1_tilt_all_0,16
348,83145.8118830547,upperarm_ring_tilt_all_45,upperarm_ring_x_-0.26,16
349,83144.9913390211,forearm_cap_1_tilt_all_15,wrist_cap_1_tilt_all_-10,16
350,83141.8116997873,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.51,16
351,83084.6947933353,flange_ring_tilt_all_0,upperarm_cap_2_tilt_all_0,16
352,83079.4175187364,flange_ring_tilt_all_-30,forearm_cap_1_tilt_all_0,16
353,83019.2782598980,base_cap_tilt_all_-60,wrist_cap_2_tilt_all_10,16
354,83017.2998434734,upperarm_ring_tilt_all_60,wrist_cap_1_tilt_all_-30,16
355,83016.7722712334,base_cap_tilt_all_0,forearm_cap_2_tilt_all_0,16
356,82994.9672125860,base_cap_tilt_all_-10,flange_ring_tilt_all_0,16
357,82988.6118640577,base_cap_tilt_all_-60,wrist_cap_2_tilt_all_0,16
358,82944.6246055162,flange_ring_tilt_all_0,forearm_cap_2_tilt_all_0,16
359,82933.2419746523,base_cap_tilt_all_-30,forearm_ring_x_-0.45,16
360,82918.7069608782,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.31,16
361,82907.9777597888,flange_ring_tilt_all_-10,upperarm_cap_1_tilt_all_0,16
362,82854.2800129355,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.25,16
363,82839.4129839584,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.41,16
364,82820.8030198053,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.51,16
365,82816.8719371910,base_cap_tilt_all_-30,wrist_cap_1_tilt_all_-60,16
366,82809.9586867348,forearm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-60,16
367,82802.7797860006,base_cap_tilt_all_-60,wrist_cap_2_tilt_all_15,16
368,82785.0420991656,forearm_cap_2_tilt_all_10,upperarm_ring_tilt_all_30,16
369,82776.0386981908,base_cap_tilt_all_-60,upperarm_ring_tilt_all_60,16
370,82720.4317535509,base_cap_tilt_all_-15,wrist_cap_1_tilt_all_-30,16
371,82644.1580128497,flange_ring_tilt_all_-30,forearm_cap_1_tilt_all_10,16
372,82633.9723027293,forearm_cap_1_tilt_all_0,upperarm_ring_x_-0.41,16
373,82610.4222572504,base_cap_tilt_all_-30,forearm_ring_x_-0.40,16
374,82552.4704604978,upperarm_cap_1_tilt_all_0,wrist_cap_1_tilt_all_-45,16
375,82549.2972948623,base_cap_tilt_all_-60,upperarm_ring_tilt_all_45,16
376,82540.3958548187,upperarm_cap_1_tilt_all_-15,upperarm_ring_tilt_all_30,16
377,82475.0921615949,upperarm_cap_1_tilt_all_-15,wrist_cap_2_tilt_all_30,16
378,82409.4432831073,flange_ring_tilt_all_-15,wrist_cap_2_tilt_all_10,16
379,82400.6719987711,base_cap_tilt_all_-30,upperarm_cap_1_tilt_all_-30,16
380,82391.7573102679,base_cap_tilt_all_-30,forearm_ring_x_-0.50,16
381,82389.9629394132,flange_ring_tilt_all_-15,forearm_cap_2_tilt_all_15,16
382,82381.9332558179,base_cap_tilt_all_-60,flange_ring_tilt_all_-10,16
383,82339.2976342591,upperarm_ring_tilt_all_15,upperarm_ring_tilt_all_45,16
384,82325.7818117880,base_cap_tilt_all_-30,base_cap_tilt_all_0,16
385,82320.0335230202,upperarm_cap_1_tilt_all_0,upperarm_ring_tilt_all_10,16
386,82298.0135728824,base_cap_tilt_all_-15,flange_ring_tilt_all_-15,16
387,82278.9754222068,forearm_cap_2_tilt_all_10,upperarm_cap_1_tilt_all_-30,16
388,82264.1916552370,upperarm_cap_2_tilt_all_-10,wrist_cap_2_tilt_all_10,16
389,82258.1609792579,forearm_cap_1_tilt_all_10,wrist_cap_2_tilt_all_10,16
390,82243.1467955978,forearm_cap_1_tilt_all_15,wrist_cap_1_tilt_all_-45,16
391,82194.7734995568,base_cap_tilt_all_-10,wrist_cap_2_tilt_all_10,16
392,82189.6374822982,base_cap_tilt_all_-10,wrist_cap_2_tilt_all_15,16
393,82182.3238758772,upperarm_cap_2_tilt_all_-15,wrist_cap_2_tilt_all_30,16
394,82173.2636256810,forearm_cap_1_tilt_all_0,upperarm_ring_tilt_all_15,16
395,82159.2459937249,upperarm_cap_2_tilt_all_-15,upperarm_ring_tilt_all_30,16
396,82157.9464048140,forearm_cap_1_tilt_all_0,forearm_ring_x_-0.20,16
397,82091.5229543274,base_cap_tilt_all_-30,forearm_ring_x_-0.35,16
398,82085.7489408993,upperarm_cap_1_tilt_all_0,upperarm_ring_x_-0.26,16
399,81996.1732546750,flange_ring_tilt_all_-15,upperarm_cap_1_tilt_all_0,16
400,81990.1698778179,base_cap_tilt_all_-60,wrist_cap_2_tilt_all_30,16
401,81944.8140338873,base_cap_tilt_all_-10,forearm_cap_2_tilt_all_15,16
402,81834.3732725890,base_cap_tilt_all_-30,flange_ring_tilt_all_-45,16
403,81829.3464893409,forearm_cap_1_tilt_all_0,upperarm_ring_x_-0.36,16
404,81810.7600237696,flange_ring_tilt_all_-10,wrist_cap_2_tilt_all_45,16
405,81799.1189346231,upperarm_cap_2_tilt_all_-30,upperarm_ring_tilt_all_45,16
406,81798.4733486009,base_cap_tilt_all_-30,upperarm_ring_tilt_all_30,16
407,81772.2633589449,base_cap_tilt_all_-45,forearm_ring_x_-0.45,16
408,81733.5402718910,base_cap_tilt_all_-30,forearm_ring_x_-0.30,16
409,81689.4629368274,forearm_cap_1_tilt_all_10,wrist_cap_2_tilt_all_15,16
410,81677.1609529533,upperarm_cap_2_tilt_all_-10,wrist_cap_1_tilt_all_-30,16
411,81675.7263469665,base_cap_tilt_all_-10,wrist_cap_2_tilt_all_0,16
412,81648.9358260135,flange_ring_tilt_all_-30,wrist_cap_2_tilt_all_15,16
413,81636.1207453077,base_cap_tilt_all_-10,wrist_cap_1_tilt_all_-30,16
414,81624.6640671478,upperarm_cap_2_tilt_all_0,upperarm_ring_x_-0.36,16
